"initial_alias","converted_alias","name","description","namespace"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P54253","ENSG00000124788","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14672","ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O95858","ENSG00000099282","TSPAN15","tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P48509","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"Q9NZC2","ENSG00000095970","TREM2","triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P48509","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P21926","ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14672","ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P21926","ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14672","ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P21926","ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P21926","ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P21926","ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14672","ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P21926","ENSG00000010278","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O14672","ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P02649","ENSG00000130203","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O95858","ENSG00000099282","TSPAN15","tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P48509","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P48509","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P48509","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P48509","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P56817","ENSG00000186318","BACE1","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P56817","ENSG00000186318","BACE1","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"O60260","ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P56817","ENSG00000186318","BACE1","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P26006","ENSG00000005884","ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P26006","ENSG00000005884","ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P26006","ENSG00000005884","ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P26006","ENSG00000005884","ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P26006","ENSG00000005884","ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
"P42858","ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","UNIPROTSWISSPROT_ACC,UNIPROT_GN_ACC"
